,label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,14f,15f,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,mass
77,1.0,-0.668424665927887,-0.1908998191356659,0.8199598789215089,0.9905433058738706,0.05457216128706932,-0.005983562208712101,-0.4876663088798522,-1.1063164472579956,1.6000021696090698,0.7542607188224792,0.055303260684013374,-0.9472215771675108,-1.3785865306854248,-1.1619147062301634,0.3975440561771392,0.31528457999229437,0.10478067398071288,-0.8154401183128357,0.8393820524215698,-0.26398628950119013,-1.508344292640686,1.7431232929229734,-0.19997662305831906,0.3816798031330109,0.9020098447799682,0.5104753375053405,-0.3164438903331756,750.0
78,0.0,0.5816692709922792,-0.7441021800041198,-0.5452991127967834,-0.7736401557922363,-1.0682569742202759,-1.0542207956314087,-0.7869455218315123,0.7597049474716187,0.989985704421997,-1.325801372528076,-1.1093584299087524,0.4867885410785676,0.38823044300079357,0.8606486320495604,-0.5723655819892883,0.11452146619558334,0.9914514422416688,1.226331114768982,-0.8302134275436402,0.12005092203617097,-1.6816138029098509,-0.5736824870109559,-0.1721394807100296,-0.9813907742500304,-0.3467446565628052,-0.27038076519966125,-0.8496494889259338,750.0
80,0.0,-1.2596036195755007,1.0624655485153198,-1.498499035835266,-0.6286875605583191,-0.23499974608421326,-1.0542207956314087,-0.4852811098098755,-0.270198255777359,0.09507343173027039,0.7542607188224792,-0.2528685033321381,-0.8119620084762573,1.558971285820007,0.8606486320495604,-0.8312557339668275,-0.07177361100912096,-1.5562753677368164,-0.8154401183128357,-1.7047548294067383,0.3528077602386474,0.36305484175682073,-0.5736824870109559,-0.6641952991485596,-0.4781363010406494,-0.34133976697921753,0.8240601420402528,-0.4005942940711975,750.0
81,0.0,-1.7593538761138916,-1.7867774963378906,0.9577046632766723,0.26166918873786926,-1.005190134048462,-0.005983562208712101,-1.05801522731781,1.2220810651779175,1.0118881464004517,0.7542607188224792,-0.7477735877037048,2.3757889270782466,-0.382862001657486,-1.1619147062301634,-0.43945917487144476,-0.7952961921691895,0.2229456156492233,1.226331114768982,0.20747998356819153,1.1601903438568115,1.552969455718994,-0.5736824870109559,-0.4981918334960938,-1.0122667551040647,-0.34741753339767456,-0.8060898184776306,0.36726695299148554,750.0
89,0.0,-1.4483247995376587,-1.3592400550842285,-0.38536435365676874,-0.4729763269424438,-1.4261648654937744,-0.005983562208712101,-0.8142353892326355,0.36474096775054926,-1.4885101318359375,-1.325801372528076,-0.7072376012802124,-0.589877724647522,0.6819465160369873,0.8606486320495604,-0.7944000959396362,0.8279776573181152,1.4682217836380005,-0.8154401183128357,-0.7475453615188598,1.1888908147811887,-0.4973278641700745,-0.5736824870109559,0.3813661932945251,-0.3945470154285431,-0.2840194404125214,-0.7172349691390991,-1.228269338607788,750.0
93,0.0,-0.947601079940796,-0.3986501693725586,0.4393378496170044,-0.26445755362510687,-1.6676976680755613,-0.005983562208712101,-1.1120024919509888,-0.17572151124477384,-0.02064805291593075,0.7542607188224792,-1.0409570932388303,0.596782386302948,-1.6937153339385986,-1.1619147062301634,-0.5030658841133117,0.06377106159925461,-0.8134398460388182,-0.8154401183128357,0.12140711396932602,-0.012455674819648266,1.5790998935699463,-0.5736824870109559,-0.11911644786596297,-0.3791036903858185,-0.3414409458637237,-1.2833747863769533,-1.4972194433212282,750.0
94,1.0,0.367104709148407,-1.3889769315719604,-0.8911394476890565,1.017507553100586,-1.0915507078170776,-0.005983562208712101,0.28242966532707214,-1.2737871408462527,0.6604288220405578,0.7542607188224792,-0.5632461309432985,-1.478775978088379,0.1355319619178772,-1.1619147062301634,0.14934852719306946,-0.6634680032730103,-1.507609724998474,1.226331114768982,-0.06197376921772956,-1.7011705636978147,0.8569634556770322,-0.5736824870109559,-0.26358827948570246,-0.4449293911457062,-0.38933825492858887,-0.31935325264930725,-0.2587267458438873,750.0
95,0.0,0.3278662860393524,1.0005697011947632,-1.1509196758270264,-1.9454278945922847,-0.26786187291145325,-1.0542207956314087,-1.342181086540222,-0.7306720614433287,0.5996278524398804,-1.325801372528076,-0.770334780216217,0.4592501819133759,0.8385571241378784,0.8606486320495604,-0.0760532096028328,-0.23758357763290405,-0.9956731796264648,1.226331114768982,-1.3089759349823,-0.8553088903427123,-0.1830424815416336,-0.5736824870109559,-0.8836071491241454,-0.571491539478302,-0.3154504299163818,-0.41160604357719427,-0.8742768168449402,750.0
97,1.0,1.2505135536193848,0.7477049827575682,0.739670693874359,0.3992868363857269,0.5998408198356628,0.8504884839057921,-0.3254097700119018,-2.2878875732421875,-1.057092785835266,-1.325801372528076,-0.05545336380600928,-0.029215315356850624,-1.015440821647644,0.8606486320495604,0.2908479869365692,0.5126660466194154,0.10560620576143263,1.226331114768982,0.950960636138916,-0.42548406124114996,1.5152045488357542,-0.5736824870109559,-0.2233715206384659,-0.31762510538101196,-0.2708409130573273,-0.5640946626663208,1.1045341491699219,750.0
98,0.0,0.2470645904541016,1.7606246471405027,0.2078608423471451,0.7590312361717224,-0.27920001745223993,-1.0542207956314087,-0.41292291879653925,-1.1689467430114744,1.5446974039077759,0.7542607188224792,-0.9007728695869442,-1.7543765306472778,-1.6606012582778933,0.8606486320495604,-0.1939030885696411,-0.3680350482463837,1.6660335063934326,-0.8154401183128357,-1.6655176877975462,0.3449217677116394,1.2860403060913086,-0.5736824870109559,-1.3912525177001953,-0.4780184030532837,-0.06966458261013032,1.911441206932068,0.8239512443542479,750.0
101,0.0,1.6561999320983884,-0.6362215876579284,0.0912875160574913,0.0921478271484375,-0.16315187513828275,-1.0542207956314087,0.0785706043243408,-0.8631223440170289,-1.7148116827011108,0.7542607188224792,-0.7279208302497862,0.7803417444229126,-1.485917568206787,-1.1619147062301634,-0.6098282933235168,-0.6224924921989441,0.95442134141922,1.226331114768982,0.15952904522418976,0.008872361853718758,-1.3037998676300049,-0.5736824870109559,-0.8166879415512084,-0.1976338624954224,-0.2537290751934051,0.9980820417404174,-0.1474216431379318,750.0
106,0.0,-1.12985098361969,-1.6423033475875852,0.4148122072219849,0.557925283908844,-0.5391842722892761,-1.0542207956314087,-0.705874502658844,0.5115487575531006,1.0945143699645996,0.7542607188224792,-0.380709171295166,-0.9219801425933836,-1.0702944993972776,0.8606486320495604,-0.5346744656562804,1.244698166847229,1.2365505695343015,-0.8154401183128357,-0.38552320003509516,1.4790980815887451,0.04717472568154335,-0.5736824870109559,-0.1880013197660446,-0.2912342548370361,-0.13571587204933167,-0.6300770044326783,0.2418215274810791,750.0
107,0.0,-0.6427186131477356,1.409487247467041,0.9909925460815426,0.3041631579399109,1.4708014726638792,-1.0542207956314087,-0.09907416254281996,0.9538890123367308,0.6648556590080261,0.7542607188224792,0.2791479825973511,0.8425182104110717,-0.8013686537742615,-1.1619147062301634,0.9875250458717346,0.19292351603507998,-1.1593390703201296,1.226331114768982,0.03181082382798195,0.3842017948627472,0.5074496269226074,-0.5736824870109559,0.8765016198158264,0.5062190890312194,-0.32452878355979914,-0.400957316160202,-0.5192891955375671,750.0
111,0.0,-0.9742255806922911,1.317731499671936,0.10809799283742903,0.6980068683624268,-0.3604624271392822,-1.0542207956314087,-0.5672459602355956,0.5802148580551147,-1.5424751043319704,0.7542607188224792,-0.6674031019210817,0.07511891424655913,0.3744456470012665,0.8606486320495604,0.019743051379919045,0.9728171825408936,1.2240436077117922,-0.8154401183128357,-1.1540220975875857,-0.3133476078510284,1.201583504676819,-0.5736824870109559,-0.2878003716468811,-0.4921073615550995,-0.406707227230072,0.31923848390579224,-0.42931562662124634,750.0
113,0.0,-0.08778080344200136,0.7412996292114259,-1.3506196737289426,-0.6266731023788452,0.2730026841163635,-1.0542207956314087,-1.3679444789886475,-0.2365432530641556,1.642605185508728,0.7542607188224792,-1.3538240194320679,-0.3580602705478668,-0.5944420099258423,0.8606486320495604,-0.7813631296157838,-0.8420981168746947,0.7252206206321715,-0.8154401183128357,-0.4387741088867188,-0.09921829402446745,0.02278559654951096,-0.5736824870109559,-0.6453174948692321,-0.7754310965538025,0.6474136710166931,-0.7609962821006776,-1.493316769599914,750.0
116,1.0,0.6064830422401428,-0.19099915027618408,-1.215367078781128,0.09417828917503358,-0.971167504787445,-1.0542207956314087,-1.0769652128219604,-0.7372403740882874,0.7486065030097961,0.7542607188224792,-0.5400111079216003,-0.1678314656019211,0.9595836400985716,-1.1619147062301634,0.006064506247639655,-0.4209882020950317,-0.31493619084358215,1.226331114768982,-0.06647717952728271,0.6890537142753601,0.6034718155860901,-0.5736824870109559,-0.2682653665542602,-0.025218654423952103,-0.4597495794296265,0.15879158675670624,-0.8349719047546386,750.0
119,1.0,1.0932137966156004,2.275329113006592,-0.9090433716773988,-0.6852785348892212,1.7060381174087524,-0.005983562208712101,0.3649269342422484,2.093093633651733,0.5409531593322753,-1.325801372528076,0.992541432380676,1.9527902603149412,-1.4551467895507812,0.8606486320495604,1.1428546905517578,1.889324188232422,0.03900146856904029,1.226331114768982,-1.402038335800171,2.0860221385955806,1.7008749246597288,-0.5736824870109559,-0.4724054932594299,-0.5207367539405823,0.9207737445831298,-0.4481628835201264,-0.1737104058265686,750.0
122,0.0,-0.5708584785461426,-0.025413960218429562,0.4585777819156647,0.21595311164855963,1.4124815464019775,-0.005983562208712101,-0.656143844127655,-0.7428423166275023,0.06948012858629227,0.7542607188224792,-0.5317220091819764,0.4090257287025452,-1.6675097942352295,0.8606486320495604,0.19152143597602844,-0.17659851908683774,-0.8702450394630432,-0.8154401183128357,0.6101760268211365,1.4349633455276487,0.9428758621215823,-0.5736824870109559,0.07478606700897217,-0.11623086780309677,0.1880990117788315,-0.21708996593952176,-0.4690738022327423,750.0
128,1.0,1.1555384397506714,0.799120545387268,1.2134929895401,0.4179933667182921,0.8477360606193542,-0.005983562208712101,0.1845949739217758,1.3614543676376345,0.929024875164032,0.7542607188224792,0.9272139072418212,0.8792119622230529,-0.4065313935279847,-1.1619147062301634,1.8712531328201292,-0.20266751945018768,-1.0841097831726074,1.226331114768982,0.4996517896652221,0.37833923101425165,-1.184059500694275,-0.5736824870109559,0.04168430715799332,-0.4214201271533966,-0.33237627148628235,-0.4070550799369812,0.4309806823730469,750.0
133,0.0,-1.0067965984344482,-1.672078013420105,0.7886735200881958,0.1076565533876419,-0.37033843994140636,-1.0542207956314087,-0.14721468091011047,-1.0712133646011353,0.150373712182045,0.7542607188224792,-0.309026688337326,-1.2306288480758667,-1.646150588989258,-1.1619147062301634,-0.025103397667407986,-1.989607095718384,1.670891880989075,1.226331114768982,0.24305997788906095,-1.2080744504928589,-1.1868441104888914,-0.5736824870109559,-0.8581829667091369,-1.1680128574371338,-0.2404876351356506,-0.7047257423400879,-0.864328920841217,750.0
138,0.0,0.4934966266155242,-0.7595733404159546,1.4366768598556519,-0.4440431594848633,0.41741514205932617,-1.0542207956314087,-1.2202847003936768,-1.9467034339904783,-0.3219869136810303,0.7542607188224792,-0.7175636887550354,-1.1885249614715576,-1.5840409994125366,0.8606486320495604,-0.7038106322288513,-1.248066544532776,-0.757621705532074,-0.8154401183128357,-0.09378007054328917,-1.8762184381484983,1.3531117439270017,-0.5736824870109559,0.14103949069976807,-0.5783478021621704,1.0485491752624512,-0.6274729967117308,-1.1410886049270628,750.0
139,0.0,0.5555949211120605,0.4753405451774597,-1.486252546310425,0.37680429220199585,-1.168615698814392,-0.005983562208712101,-0.4062181711196899,-1.053772211074829,0.4769200384616851,-1.325801372528076,-0.9894993901252748,-0.6775436997413635,0.7462171912193298,0.8606486320495604,-1.249917984008789,-2.038247346878052,-0.9169034957885742,-0.8154401183128357,-0.9665680527687072,-1.5802906751632693,-0.06293711066246033,1.7431232929229734,-0.032385189086198814,-0.37255421280860895,-0.2689809203147888,0.5014135837554932,0.06215971708297729,750.0
140,0.0,1.1069281101226807,-0.1886887103319168,0.12646892666816711,-0.020846353843808174,0.2225183397531509,-0.005983562208712101,0.33052653074264526,2.4511303901672368,1.3359597921371462,-1.325801372528076,-0.44560760259628296,-0.05688509717583656,-0.5538186430931091,0.8606486320495604,-0.2052748650312424,1.5153599977493286,-0.8673443794250488,1.226331114768982,0.6385564208030701,0.39092928171157837,-1.1675012111663818,-0.5736824870109559,-0.8753721714019775,-0.7865715026855469,-0.30870252847671503,-0.5186796188354492,0.7143961191177368,750.0
143,1.0,-0.19080947339534757,0.03246925026178361,1.392305850982666,-0.5196468830108643,0.8578308820724486,-0.005983562208712101,0.07599361985921858,-0.5274787545204163,-0.26955604553222656,0.7542607188224792,0.3152347803115845,1.0817683935165403,1.546935200691223,-1.1619147062301634,-1.0886911153793335,-1.150298595428467,-0.9548545479774476,1.226331114768982,-1.024802327156067,0.4859649240970612,-0.9605470895767214,-0.5736824870109559,-1.2823354005813599,-0.8130949735641478,-0.34316691756248474,-0.7695038914680481,-0.2416291981935501,750.0
147,0.0,-0.6334133744239807,-1.3323416709899902,-1.3226140737533567,0.36598268151283264,1.517482757568359,-0.005983562208712101,-1.7621718645095823,0.9029352664947508,-0.2552656829357147,-1.325801372528076,-1.2623858451843262,-0.5511862635612488,0.928377330303192,0.8606486320495604,-0.6515515446662903,0.35964420437812805,-0.8231398463249207,-0.8154401183128357,-0.15412957966327667,-0.21826936304569244,0.6092504262924193,-0.5736824870109559,-0.8158500790596008,-0.2279819846153259,-0.3736678957939148,-1.0777910947799683,-1.2148991823196413,750.0
152,1.0,-0.2108604311943054,1.6954646110534668,0.4353898465633392,-1.620841145515442,0.31654736399650574,-0.005983562208712101,0.1467144638299942,0.7860873937606812,0.4881149232387543,0.7542607188224792,0.37146720290184015,0.13138329982757568,-1.4174621105194092,0.8606486320495604,-0.18924595415592196,-0.24732135236263275,-0.7386461496353149,-0.8154401183128357,0.49292054772377,-0.42961075901985163,-1.2692661285400393,-0.5736824870109559,-0.1754814982414246,-0.4303313791751862,-0.3942973017692566,-0.8912513256072998,-0.41545248031616205,750.0
155,0.0,-0.626105546951294,2.2428576946258545,1.2803720235824585,-0.10065125674009325,-1.5075963735580444,-1.0542207956314087,-0.5828252434730529,1.7620139122009277,-0.20752735435962683,0.7542607188224792,-0.41921064257621765,1.2628477811813352,0.6703461408615112,0.8606486320495604,-0.23645129799842834,1.9515851736068723,-0.930943548679352,-0.8154401183128357,-1.3493462800979614,1.06833815574646,1.593827486038208,-0.5736824870109559,-0.4470802545547485,-0.4537482261657715,-0.39897462725639343,-0.6030213236808777,-1.2326396703720093,750.0
156,1.0,-1.1805521249771118,-1.0434218645095823,-1.1883209943771362,-0.22919005155563354,-0.05957045778632164,-0.005983562208712101,0.5768561959266664,-0.6996806263923645,-0.5012177824974061,0.7542607188224792,0.479276418685913,-0.32664287090301514,1.1242715120315552,-1.1619147062301634,1.0651211738586424,-0.44837379455566406,1.4873791933059692,1.226331114768982,1.649683117866516,0.9191991686820986,-1.3123630285263057,-0.5736824870109559,-0.07628373056650163,-0.199674129486084,-0.35167634487152094,-0.522821843624115,0.12870420515537262,750.0
163,0.0,-0.29505681991577143,-0.9840616583824155,0.13430264592170718,-0.158438578248024,-0.13060511648654935,-1.0542207956314087,-0.8720054626464844,-0.661920428276062,1.5951675176620481,0.7542607188224792,-1.5203325748443601,-2.230798482894897,0.2353668361902237,-1.1619147062301634,-1.010688900947571,-1.8759102821350095,1.5671304464340208,-0.8154401183128357,-1.065587282180786,-0.6619484424591064,-1.285179376602173,1.7431232929229734,-0.1923153847455978,-0.9753047823905946,-0.3108688592910766,0.01588505320250988,-1.2212452888488767,750.0
165,0.0,-0.7241705656051635,-1.1376185417175293,0.4432362616062164,-0.0386064238846302,-0.4769191145896912,-0.005983562208712101,-1.4627699851989748,2.6092779636383057,0.5602717995643616,-1.325801372528076,-1.200974464416504,-0.67707359790802,1.311145544052124,0.8606486320495604,-1.0176234245300293,-0.39497527480125433,-1.024243950843811,-0.8154401183128357,-0.9429458975791934,0.488473653793335,-0.5240389704704285,-0.5736824870109559,0.729788899421692,-0.3492713272571564,-0.3242935538291931,-0.6365764141082764,0.3360940814018249,750.0
173,0.0,-0.9498143792152404,-1.340686559677124,-0.9209590554237364,-0.23398487269878385,1.0675078630447388,-1.0542207956314087,-0.6191113591194153,-1.661070227622986,-0.26710173487663263,-1.325801372528076,-0.08419079333543777,-0.81083345413208,1.6525791883468626,-1.1619147062301634,-1.010727286338806,-0.3612343668937683,0.27011585235595703,1.226331114768982,-1.1949890851974487,0.2792948186397552,1.642041206359863,1.7431232929229734,1.6992163658142085,1.053397536277771,-0.3110822141170502,-1.0095380544662476,-1.1193182468414307,750.0
176,1.0,-0.074968658387661,-0.19129246473312378,1.490013599395752,1.5660663843154907,1.2176353931427,-1.0542207956314087,0.19211554527282718,0.7448288798332214,-0.26959463953971863,0.7542607188224792,-0.28368127346038813,0.2247048020362854,-0.5526056885719299,0.8606486320495604,-1.612872362136841,0.980350911617279,-1.5228573083877566,-0.8154401183128357,-1.008237481117248,1.3605612516403198,-0.273873895406723,-0.5736824870109559,-0.8528332114219666,-0.43892246484756475,-0.4541997015476227,0.5345458388328552,-0.16716034710407257,750.0
181,0.0,-1.3538591861724851,-2.091412544250488,0.5489051342010497,0.1847197562456131,-0.5438441634178162,-1.0542207956314087,-1.279752254486084,0.03250276669859886,1.312629461288452,0.7542607188224792,-0.9052384495735168,-1.740020990371704,1.557945728302002,0.8606486320495604,-0.509863018989563,0.6089653372764589,-0.6009316444396973,-0.8154401183128357,-1.0979740619659424,1.306385517120361,0.6562952399253844,-0.5736824870109559,-0.2341734617948532,-0.2757828831672669,-0.3518213033676148,-0.6232403516769409,-0.43236491084098816,750.0
